round,loss,accuracy
1,2.296299294580387,0.2197
2,2.2863847092737126,0.254
3,2.2673146785060063,0.283
4,2.2256531111801725,0.425
5,2.168720948545239,0.6193
6,2.0979633542555796,0.7502
7,2.0337676006027414,0.7748
8,1.9785870162746575,0.7812
9,1.9152872411510613,0.7905
10,1.8510074253323712,0.8042
11,1.7811304723160177,0.8174
12,1.7204332894916776,0.8278
13,1.66962924637372,0.8342
14,1.5456925268414654,0.8463
15,1.4952736247943927,0.8517
16,1.4431800042526632,0.8578
17,1.3821510800832435,0.8621
18,1.331011729904368,0.8653
19,1.2704771123354948,0.8702
20,1.2210971433905107,0.8736
21,1.1743441737150844,0.8784
22,1.0725017725666868,0.8858
23,1.0074254410176338,0.89
24,0.9101083474823192,0.8978
25,0.8568503132349328,0.898
26,0.8080799043933048,0.902
27,0.7664611384838442,0.9064
28,0.7115278923058812,0.9097
29,0.6771214359168765,0.9123
30,0.632683439722544,0.9143
31,0.6034123071386844,0.9161
32,0.5807376949093009,0.9188
33,0.5465023615692235,0.9218
34,0.5182629310632054,0.9229
35,0.491264359483236,0.9247
36,0.4729382533438598,0.926
37,0.44821887529349025,0.927
38,0.43585987992679015,0.9289
39,0.4204824523457998,0.9297
40,0.4106559966561161,0.9307
41,0.38962752683253227,0.932
42,0.38156930649582343,0.9325
43,0.3662535589707049,0.9333
44,0.35153823958922037,0.9341
45,0.3442224332048923,0.9346
46,0.3343668868647346,0.9356
47,0.32803134110909477,0.9364
48,0.319366760268996,0.9366
49,0.3119293624841714,0.9377
50,0.30622805249464663,0.9379
51,0.30102487710080567,0.9379
52,0.2955612003614631,0.9392
53,0.29058955798420727,0.9393
54,0.28507182181258744,0.9394
55,0.2818091059032875,0.9401
56,0.2759799623413931,0.9408
57,0.27296867891202997,0.9413
58,0.26857860631580593,0.9422
59,0.264563725718969,0.9427
60,0.26167612636013876,0.9433
61,0.2568940503310554,0.9431
62,0.252825056167343,0.9434
63,0.24846082067565073,0.9439
64,0.24608538422403456,0.9439
65,0.24362661981884437,0.9441
66,0.2420638365836083,0.9442
67,0.24017796552256693,0.9445
68,0.23855814875303943,0.9445
69,0.2367561824525459,0.9448
70,0.234960832644867,0.9445
71,0.2329015764820425,0.9448
72,0.2312142015729524,0.9448
73,0.22897092856561083,0.9455
74,0.2272358371675769,0.9456
75,0.22472016956610016,0.9459
76,0.22309279762491396,0.9458
77,0.221023226133253,0.9458
78,0.21908376535660104,0.9461
79,0.21636001265878918,0.9466
80,0.21563813080893288,0.9468
81,0.21436860006821307,0.9473
82,0.21332535392875912,0.9474
83,0.21136627897997445,0.9474
84,0.20954023240299163,0.9478
85,0.20844519147767296,0.948
86,0.20746917654819128,0.9479
87,0.20625978326307068,0.9484
88,0.20537646973057638,0.9486
89,0.20377840714741358,0.9489
90,0.20238502106711834,0.949
91,0.20134141711117345,0.9493
92,0.20040922371458403,0.9492
93,0.19939897515917127,0.9495
94,0.1982182150683071,0.9496
95,0.19722412064482894,0.9494
96,0.19597108633835106,0.9496
97,0.1951056642434265,0.9498
98,0.19398708401035658,0.95
99,0.19306736316861986,0.9502
100,0.19239089388070227,0.9504
